headline,emotion_huggingface
49 killed in shooting at Florida nightclub in possible act of Islamic terror,fear
Just Another Day In the Life of the Clinton Crime Family,sadness
Muslims regularly use “Inshallah” (“God Willing” in Arabic) and nobody calls it ‘Christophobic’ hate speech…so why is “Deus Vult” (“God Willing” in Latin) graffiti being called ‘Islamophobic’ Crusader hate speech?,neutral
"Extreme rhetoric helping Cruz, Trump, Duke leaders say",neutral
"Hillary Clinton, FBI and the Real November Surprise     : Information",surprise
The Benghazi bust: Trey Gowdy and his GOP colleagues embarrassed themselves,disgust
"Obama seeks global climate pact in Paris, amid resistance at home",anger
"2 deaths possibly linked to 'superbug' at UCLA hospital after 7 infected, 179 exposed",neutral
Breaking: Ivanka Trump Makes Tragic Announcement Both Donald Trump and Supporters Are Shocked (Video) | Prophecy,fear
GOP Senator Silences the Entire Room With Remark About War Hero Opponent's Heritage at Debate,disgust
2:00PM Election Day Water Cooler 11/8/2016,neutral
News: A Somber Moment: Cubs Fans All Over The World Are Still Too Sad About Princess Diana To Celebrate The Cubs’ World Series,sadness
Clinton media campaign follows BuzzFeed model,neutral
Your Facebook Page Could Land You In a FEMA Camp,fear
Watching These 55 ISIS Terrorists Get Blown to Smithereens is Sure to Brighten Your Day,neutral
"Exclusive: More than 100 lawsuits, disputes over taxes tied to Trump and his companies",neutral
Your dog probably has better healthcare than you do,neutral
Get Ready For Civil Unrest: Survey Finds That Most Americans Are Concerned About Election Violence,fear
Historic firsts fill evening at Democratic National Convention,neutral
Retired Bishop Explains Why The Catholic Church Invented Hell [Watch],disgust
"Cruz camp responds to Rubio Photoshop flap, brushes off criticism",anger
Will a No-Fly Zone Help the People of Aleppo?,fear
"Experts Recommend Breaking Down Crushing Defeats Into Smaller, More Manageable Failures - The Onion - America's Finest News Source",neutral
"Comment on Score one for the Second Amendment: Pizza Hut worker shoots, kills attempted robber by lynnmccrann",neutral
War on Drugs Heading in Wrong Direction?,disgust
"It Begins: Crowds Mass In Major Cities: DC, LA, NYC, Philly, Portland, More… | Will It Escalate? | “95% Chance Of Widespread Violence”",fear
Hillary Fan SLEEPS At Rally! Snoozy Smurf Steals Show! (ABC News) Coconut Creek FLA,joy
"Neighbors Smell Smoke At Muslim Home, What They See In Window Is Horrific",fear
Ben Carson Throws Support Behind Donald Trump,sadness
The Middle East Crises Trump Inherits Could Still Suck Him in,sadness
"Clinton and Trump: How they view ISIS, Putin, and US generals",neutral
John Kirby and the US State Department Blatantly Support Terrorists - Henry Kamens,anger
"Paul Ryan’s big speaker hangup is reportedly his family. For a male lawmaker, that’s unusual.",neutral
"McCarthy withdraws from speaker race, vote postponed",sadness
Joe Giambrone on Hollywood’s Shameless & Underhanded Assault on Political Truth,fear
The immigration swamp,disgust
"Blame government, not markets for monopoly",anger
'America is already strong': Obama continues Democrats' optimism,joy
Why the DNC's mysteriously hacked oppo file on Trump is a big yawn,neutral
Hillary Clinton: ‘No role whatsoever for American soldiers on the ground’ in Iraq,disgust
Donald Trump: The key to his success (Opinion),neutral
"For First Time, Trump Shrinks In Spotlight; Fiorina Steals Show",disgust
Carrot Top To Give Nobel Awards At Drive Thru Window,surprise
Scott Walker's stealth 2016 strategy,neutral
Gauis Publius: TPP Has Picked Up a Powerful Enemy — Black Lives Matter,neutral
Training French soldiers to supervise Daesh,disgust
Let’s Make 2016 the Last Endless American Election,neutral
November 8 Is (Finally) Here: An Abridged Election Day Resource Guide,neutral
Going Back to the Future in 2016?,neutral
A bad night for front-runners and a good night for governors,sadness
How public funding of elections makes politics even more polarized,anger
Gaming Obamacare,neutral
The Anatomy of Crisis and the Decline of US Empire,fear
Uncovered audio: Hillary was ‘adamantly against illegal immigrants’,disgust
Obama says world should address ‘grievances’ that terrorists exploit,fear
7 Ways To Prepare For An Economic Crisis,fear
"Press must share the blame: The shallow, ratings-obsessed media is as responsible for Trump as the GOP",neutral
"14 Days to Do 14 Things, If Hillary’s Indicted-Extreme Violence Expected",fear
Daesh abducts 1000s near Mosul to use them as human shields: UN,neutral
Oregon Standoff Leaders Acquitted For Malheur Wildlife Refuge Takeover,neutral
"Muslims Start Chanting Allah On Plane, Flight Attendant Quickly Shuts Them Up",neutral
"Netanyahu: Iran A Threat to Israel, the World",fear
Unprecedented Surge In Election Fraud Incidents From Around The Country,fear
Re: DOJ AG Loretta Lynch Advised FBI Director to Keep New Emails from Congress,anger
A report said Trump's donations to vets might be shady. His response was predictable.,disgust
How the confidence deficit is impacting the 2016 election,neutral
"Anonymous hacker Deric Lostutter faces 16 years in prison, while Steubenville rapists walk free",sadness
McCain Pledges to Help Pentagon Fix Scandal Over Excessive Military Bonuses,disgust
Romney's timely Trump trolling,neutral
Like a “Concentration Camp” Police Mark DAPL Protesters with Numbers and Lock Them in Dog Kennels,neutral
You Can't Be Intersectional While at the Same Time Being Elitist and Exclusionary,neutral
A sharpened debate: Is it ethical to not vote this year for president?,fear
The World Is About To Witness A Breathtaking Once In A Century Event,joy
Forbidden History. Secret Egyptology Exposed!,disgust
THE AMERICAN PUBLIC CAN NO LONGER DEAL WITH THE LIMITLESS CORRUPTION OF THEIR GOVERNMENT,anger
CAN'T TRUST OBAMA! Look At Sick Thing He Just Did To STAB Trump In The Back... * LIBERTY WRITERS NEWS,neutral
"Ryan so far proves he can 'make the sausage,' but he'll likely be serving a much different House party in 2016",neutral
Attorney general nominee offers careful backing of Obama policies,neutral
The end of white Christian America is nigh: Why the country’s youth are abandoning religious conservatism,fear
Can nuclear war break out on the Korean Peninsula?,fear
Strong jobs number holds risks for Clinton,fear
Sanders warns Clinton against moderate as VP,fear
Hacking Accusations Against Russia Are Sign of Washington's Desperation,anger
"Architect Of Paris Attacks Was Killed In Raid, French Authorities Say",sadness
Dr. MacDonald & Dr. Duke Expose the Vicious War on Trump by the Jewish Establishment!,anger
Why conservatives refuse to believe Obama is Christian,anger
Why Donald Trump is beating Fox News -- and GOP rivals,surprise
Election 2016 and the Weaponization of the American Public,neutral
Obama seeks to calm fears over terrorism ahead of holiday season,fear
COMICAL: Larry the Cable Guy slams ‘indefensible’ hypocrisy from Donna Brazile,disgust
Hillary Clinton in lead a day before Election Day,fear
Democratic debate: Fact-checking the candidates,neutral
Teenage Boy KNOCKS OUT His Classmate For Assaulting Their Female Teacher In The FACE- And It’s EPIC!,disgust
Carson takes lead from Trump in new national poll,neutral
"Hillary isn't winning over many pundits, even on the left",neutral
"Meteor, space junk, rocket? Mysterious flash hits Siberia",neutral
5 takeaways from the Republican debate,neutral
‘Why is it the first time I’m hearing about this?’ asks office wanker,surprise
"BREAKING: New Law Stops Hillary In Her Tracks, She Is Now Officially Ineligible To Run",neutral
Lawmakers caught in battle between House ethics cops,anger
"New O'Keefe Video: Clinton Campaign, DNC Coordinated With Organizations To Incite Violence At Trump Events",anger
"We do not like trampolining, say hedgehogs",disgust
President Putin Asks US To Stop Provoking Russia,anger
"Yes, There Is a Clinton Double Standard",neutral
"Libertarian VP Candidate Gives Up, Will Focus on Preventing Trump Presidency",neutral
“I’ve Always Been An Admirer Of Donald Trump” – Taoiseach,disgust
Now waiting for the results | Opinion - Conservative,neutral
BrotherJohnF Silver Update: Fake Election,neutral
"When They Asked Her What She Thinks of Hillary Clinton, They Never Expected Her to Say THIS!",surprise
'The only other option': Bernie Sanders backers turn to Green party's Jill Stein,neutral
"Trump, Clinton Head Into SC with Fierce Competition on Their Heels",anger
Which Non-OPEC Producers Can Be Expected To Cut?,neutral
Trump Team Begins Making List Of Executive Orders To ‘Erase Obama’s Presidency’ On Day One,fear
Why Trump is a shocking GOP choice,surprise
What The Trump Skeptics Got Wrong,neutral
Donald Trump: ‘We have to take back the heart of our country’,fear
Jeb Bush fights lonely battle defending Common Core,neutral
Donald Trump can’t resist blaming Bill Clinton when his own sexism comes up,anger
Hillary Clinton Jumps the Shark with ‘Trump’s Secret Russian Server’ Conspiracy Theory,neutral
Will Clinton’s experience be a liability?,neutral
"Obama outlines plan to keep 5,500 troops in Afghanistan",neutral
Biden backers to naysayers: Not so fast,neutral
Clinton Enjoys Post-DNC Bounce - But Will it Last?,joy
Alabama Prison Officials Retaliate Against Prison Strike Leader By Cutting Water To Cell,anger
Re: Texas Police Arrest Trump Voter for Wearing “Deplorable” T-Shirt,anger
"NGOs should condemn terrorists in Syria, not Russia fighting them – Foreign Ministry",fear
Genetically Modified Crops in U.S. Fail to Deliver Expected Yields,neutral
The Fatal Expense Of American Imperialism,anger
Comment on A Group Of Reluctant Men Hold Kittens For The First Time. Hilarity Ensures by para para dinle,joy
House yanks first spending bill off the floor,neutral
Donald Trump Pushes Republican Party to Its Breaking Point,neutral
"Trump, Clinton clash in dueling DC speeches",anger
Hillary Clinton BETRAYED by Her Own Family: “We’re Voting for Trump!”,anger
'NO CAMP! NO CAMP!': Scuffles break out at Hungary train station after police stop migrant train,anger
Green Party’s Margaret Flowers Challenges US Senate Debate in Maryland as Undemocratic [1],anger
How a $15 minimum wage went from ‘extreme’ to enacted,neutral
Will Asia trade deal hurt US workers? Six tough questions answered.,neutral
#BoycottComedian…ROBERT DENIRO Wanted “To Punch Trump In The Face”…Supports Anti-Trump Rioters…Now Wants Americans To Support His New Movie [VIDEO],anger
Doctor Finds New Life As A Clown More Fulfilling | GomerBlog,neutral
"City, County Leaders Ask Court To Lift Injunction On Obama Immigration Programs",neutral
BREAKING : Bay of Pigs Veterans Association Endorses Donald Trump – TruthFeed,neutral
Rigged Election: Hillary & Trump Caught Partying with Kissinger at Jesuit Gala,disgust
Democrats Clinton and Sanders pounce on Flint water crisis — and each other,fear
Israel: 1984 Everlasting,neutral
"No, Sanders wouldn't be a better match for Trump",neutral
Georgia Abandons Ukraine's Anti-Russian Obsession - Archil Sikharulidze,anger
"Trump Vows To ""Renovate"" the Bill of Rights",neutral
‘People in Europe are full of fear’ over refugee influx,fear
CNN Breaking News: Trump Tells Supporters To Vote Multiple Times,neutral
The GOP would unite against Trump at its own peril,fear
Hillary’s “Big Tent” is Obama’s “Grand Bargain” on Steroids,neutral
Kasich bows out. Did he do 'the right thing?',neutral
October 28: Daily Contrarian Reads,neutral
"How Western Media Teleported a Child 'Victim' from Homs to Aleppo (PHOTOS, VIDEO)",disgust
The Sad Truth About Melania Trump’s Plagiarism Snafu,sadness
Will the Comey bombshell really shake up the 2016 race?,fear
"Rating Obama, 50% say he's been a success",neutral
"James Comey to be taken out, knows too much about Clintons",neutral
"‘A noun, a verb and Donald Trump’: Rubio seeks to seize on Murphy’s flaw",neutral
The True Scandal of 2016 Was The Torture of Chelsea Manning     :,fear
OPEC sees oil prices exploding to $200 a barrel,anger
"“CLINTON, INC”: WATCH HOW’S IT PAINS MSM TO REPORT CLINTON CORRUPTION",neutral
"United States v. Texas, the biggest immigration case in a century, explained",surprise
I dare you to restrain yourself from laughing at Trump and Hillary in a stronger hot show,anger
UFO Investigator - MAX SPIERS - Found Dead After Vomiting Black Liquid.,sadness
